,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
100,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
99,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
98,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
97,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
96,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
95,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
94,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
93,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
92,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
91,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
90,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
89,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
88,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
87,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
86,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
85,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
84,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
83,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
82,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
81,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
80,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
79,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
78,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
77,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
76,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
75,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
74,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
73,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
72,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
71,16,16,16,16,16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,14
