,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
100,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
99,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
98,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
97,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
96,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
95,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
94,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
93,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
92,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
91,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
90,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
89,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
88,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
87,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
86,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
85,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
84,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
83,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
82,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
81,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
80,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
79,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
78,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
77,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
76,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
75,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
74,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
73,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
72,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
71,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
70,15,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,13
69,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,11,11,11,11,11
68,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,11,11,11,11,11
67,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,11,11,11,11,11
66,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,11,11,11,11,11
65,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,11,11,11,11,11
64,8,8,8,8,8,8,6.5,6.5,6.5,5,5,5,5,5,5,5,5,5,5,5
